Name,Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Nanosat-1,Spain,Instituto Nacional de Tcnia Aeroespacial (INTA),Government,Communications,LEO,Polar,654,659,0.00036,97.9,20,15,20,38339,NaN,Instituto Nacional de Tcnia Aeroespacial (INTA),Spain,Guiana Space Center,Ariane 5G,www.satellitedebris.net 12/12,NaN,1.717403984
Nanosat-1B,Spain,Instituto Nacional de Tcnia Aeroespacial (INTA),Government,Communications/Technology Development,LEO,Polar,583,672,0.00636,97.3,20,15,20,40023,NaN,Instituto Nacional de Tcnia Aeroespacial (INTA),Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,NaN,1.712167996
NATO 4-B (USA 98),United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,GEO,NaN,35775,35795,0.00024,1436.04,1430,660,1200,34311,7,Matra Marconi,France,Cape Canaveral,Delta 2,JM/12_08,-0.611737903,0.127932634
"Navstar GPS II-10 (Navstar SVN 23, PRN 32,  USA 66)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19781,20582,0.01508,717.94,1816,844,700,33203,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,NaN,NaN,0.973544657
"Navstar GPS II-14 (Navstar SVN 26, PRN 26, USA 83)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19959,20403,0.00836,717.93,1816,844,700,33792,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-21 (Navstar SVN 39, PRN 09, USA 92)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20120,20244,0.00234,717.97,1816,844,700,34146,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.954695101
"Navstar GPS II-23 (Navstar SVN 34, PRN 04, USA 96)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20104,20260,0.00294,717.97,1816,844,700,34268,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-24 (Navstar SVN 36, PRN 06, USA 100)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19986,20315,0.0062,716.69,1816,844,700,34403,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS II-25 (Navstar SVN 33, PRN 03, USA 117)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20080,20284,0.00384,717.97,1816,844,700,35152,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.954695101
"Navstar GPS II-26 (Navstar SVN 40, PRN 10, USA 126)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20134,20227,0.00175,717.91,1816,844,700,35262,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS II-28 (Navstar SVN 38, PRN 08, USA 135)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19912,20449,0.01011,717.91,1816,844,700,35740,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS II-35 (Navstar SVN 35, PRN 30, USA 94)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20109,20257,0.00279,718.01,1816,844,700,34211,7.5,Rockwell International,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.95644043
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20188,20224,0.00068,718.94,1630,NaN,NaN,40326,12,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.959931089
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20451,20464,0.00024,729.18,1630,NaN,NaN,40740,12,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.960454687
"Navstar GPS IIF-3 (Navstar SVN 65, USA 239)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20174,20191,0.00032,718,1630,NaN,1136,41186,10,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,SC - ASCR,NaN,0.959058424
"Navstar GPS IIF-4 (Navstar SVN 66, USA 242)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20184,20247,0.00118,719.32,1630,NaN,1136,41409,10,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,SC - ASCR,NaN,0.961501885
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19963,20327,0.00686,716.47,2217,980,1136,37976,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.961676418
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20089,20276,0.00352,717.98,2217,980,1136,38066,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20072,20292,0.00414,717.96,2217,980,1136,38161,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.966388807
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19938,20426,0.00919,718,2217,980,1136,38297,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,GS,NaN,0.95644043
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20123,20247,0.00233,718.09,2217,980,1136,35634,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20096,20268,0.00324,717.97,2217,980,1136,36440,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.925024504
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20133,20234,0.0019,718.03,2217,980,1136,36657,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20184,20427,0.00455,722.98,2217,980,1136,36723,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20177,20498,0.00601,724.28,2217,980,1136,36840,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20104,20266,0.00305,718.09,2217,980,1136,36921,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20155,20344,0.00355,720.71,2217,980,1136,37650,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.959931089
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20063,20433,0.00695,720.65,2217,980,1136,37711,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.958185759
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20142,20221,0.00149,717.95,2217,980,1136,38621,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.961327352
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20020,20342,0.00606,717.93,2060,NaN,NaN,38985,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.958883891
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20206,20366,0.003,722.19,2060,NaN,NaN,39038,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.960280154
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20149,20213,0.00121,717.93,2217,980,1136,39372,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,NaN,NaN,0.95644043
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20150,20311,0.00303,719.92,2060,NaN,NaN,39436,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.959232957
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20135,20152,0.00032,716.4,2217,980,1136,39522,10,Lockheed Martin,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.961676418
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,MEO,NaN,20160,20209,0.00092,718.07,2059,980,1136,40042,10,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.962025484
NEOSSatÊ(Near Earth Object Surveillance Satellite),Canada,Canadian Space Agency,Government,Space Observation,LEO,Sun-Synchronous,772,786,0.00098,100.4,74,NaN,NaN,41330,NaN,Microsat Systems Canada Inc.,Canada,Satish Dhawan Space Center,PSLV,SC - ASCR,NaN,1.720894642
NFIRE (Near Field InfraRed Experiment),USA,Missile Defense Agency,Military,Technology Development,LEO,NaN,398,405,0.00052,97.6,494,NaN,NaN,39196,NaN,General Dynamics,USA,Wallops Island Flight Facility,Minotaur 1,www.satellitedebris.net 12/12,NaN,0.841248699
NigComSat-1R,Nigeria,NigComSat,Commercial,Communications,GEO,NaN,35793,35795,2.00E-005,1436.1,5150,NaN,NaN,40894,15,China Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3B,NaN,0.741764932,0.003490659
NigeriaSat-2,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation,LEO,Sun-Synchronous,691,705,0.00099,98.7,300,NaN,NaN,40772,7,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,NaN,1.713913325
Nigeriasat-X,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,661,696,0.00248,98.3,100,NaN,NaN,40772,NaN,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,NaN,1.713913325
Nilesat 102,Egypt,Egyptian Radio and TV Union,Government,Communications,GEO,NaN,35764,35808,0.00052,1436.08,1825,810,3700,36755,15,Matra Marconi,France,Guiana Space Center,Ariane 44LP,JM/12_08,-0.122696646,0.000523599
Nilesat 201,Egypt,Egyptian Radio and TV Union,Government,Communications,GEO,NaN,35795,35813,0.00021,1436.23,3200,1700,3700,40394,15,Thales Alenia Space,France,Guiana Space Center,Ariane 5,SC - ASCR,-0.122173048,0.000872665
Nimiq 2,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,NaN,35779,35793,0.00017,1436.08,3600,1700,8600,37619,12,Lockheed Martin,USA,Baikonur Cosmodrome,Proton,JM/12_08,-1.592612942,0.000174533
Nimiq 4,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,NaN,35779,35794,0.00018,1436.1,4850,NaN,12000,39710,15,EADS Astrium,France,Baikonur Cosmodrome,Proton,JM/12_08,-1.430471855,0.000174533
Nimiq 5,Canada,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),Commercial,Communications,GEO,NaN,35700,35700,0,1436.1,4745,NaN,NaN,40073,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,NaN,-1.268854366,0.000174533
Nimiq 6,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,NaN,35764,35809,0.00053,1436.09,4745,NaN,NaN,41047,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,ZARYA,-1.589994949,0.000698132
NOAA-15 (NOAA-K),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Science/Meteorology,LEO,Sun-Synchronous,800,816,0.00111,101,2223,1500,830,35928,3,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,www.satellitedebris.net 12/12,NaN,1.722639972
NOAA-16 (NOAA-L),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Science/Meteorology,LEO,Sun-Synchronous,842,857,0.00104,101.9,2223,1500,830,36790,3,Lockheed Martin Space Systems,USA,Vandenberg AFB,Titan 2,www.satellitedebris.net 12/12,NaN,1.729621289
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Meteorology,LEO,Sun-Synchronous,843,864,0.00145,102,2223,1500,830,38492,3,Lockheed Martin Space Systems,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.729621289
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Meteorology,LEO,Sun-Synchronous,845,864,0.00131,102,1420,NaN,NaN,39850,3,Lockheed Martin Space Systems,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.72613063
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Meteorology,LEO,Polar,827,827,0,101.4,2128,NaN,NaN,40844,NaN,Ball Aerospace,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.722639972
NPS-SCATÊ(Naval Post-graduate School - Solar Cell Array Tester),USA,Naval Post-Graduate School,Governmnet,Technology Development,LEO,Sun-Synchronous,499,502,0.00022,94.63,1,NaN,NaN,41597,NaN,Naval Post-Graduate School,USA,Wallops Island Flight Facility,Minotaur,ZARYA,NaN,0.706858347
"NSS-10 (AMC-12, Americom 12, Worldsat 2)",Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35778,35795,2.00E-004,1436.1,5396,NaN,NaN,38386,16,Alcatel Space Industries,France,Baikonur Cosmodrome,Proton M/Breeze M,JM/12_08,-0.652229541,0.000349066
"NSS-11 (Worldsat-1, AAP-1, GE-1A)",Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35776,35798,0.00026,1436.15,3582,2000,NaN,36801,15,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton K,JM/12_08,1.888620784,0.00122173
NSS-12,Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35779,35793,0.00017,1436.08,NaN,5624,NaN,40115,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,JM/12_09,0.994837674,0.001047198
NSS-5 (Intelsat 803),Netherlands,SES World Skies/Intelsat [SES] (shared capacity),Commercial,Communications,GEO,NaN,35776,35796,0.00024,1436.08,3412,2000,NaN,35696,14,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L,JM/12_08,-3.089232776,0
NSS-6,Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35776,35797,0.00025,1436.12,4575,2600,10000,37607,NaN,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 4,JM/12_08,1.658760921,0.000349066
NSS-7,Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35775,35798,0.00027,1436.12,4500,2500,3900,37362,14,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L,JM/12_08,-0.366519143,0.001396263
"NSS-703 (Intelsat 703, Intelsat 7 F-3)",Netherlands,SES (Socit Europenne des Satellites (SES))/Intelsat (shared capacity),Commercial,Communications,GEO,NaN,35773,35798,3.00E-004,1436.08,3642,1450,3900,34613,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 4,JM/12_08,-0.820304748,0.000349066
NSS-806 (Intelsat 806),Netherlands,SES/Intelsat (SES [Socit Europenne des Satellites (SES)]) (shared capacity),Commercial,Communications,GEO,NaN,35779,35794,0.00018,1436.11,3720,2200,4900,35845,12,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,JM/12_08,-0.705985682,0.000523599
NSS-9,Netherlands,SES (Socit Europenne des Satellites (SES)),Commercial,Communications,GEO,NaN,35784,35792,9.00E-005,1436.17,2238,1014,2300,39855,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,3.193952531,0.000349066
N-Star C,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35772,35799,0.00032,1436.08,1625,800,2600,37442,15,Lockheed Martin Commercial Space Systems/Orbital Sciences,USA,Guiana Space Center,Ariane 5,JM/12_08,2.357590754,0.001047198
NuSTAR (Nuclear Spectroscopic Telescope Array),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,NaN,613,632,0.00136,97.2,360,NaN,NaN,41073,2,Orbital Sciences Corp.,USA,Kwajalein Island,Pegasus XL,www.satellitedebris.net 12/12,NaN,0.104719755
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,NASA-Ames Research Center/Stanford University,Civil/Government,Scientific Research,LEO,Sun-Synchronous,624,654,0.00214,97.48,5.5,NaN,NaN,40502,0.5,NASA/Ames Research Center,USA,Kodiak Launch Complex,Minotaur 4,SC - ASCR,NaN,1.256113463
O3b FM02,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,NaN,8063,8069,0.00021,287.93,700,NaN,1500,41450,NaN,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,ZARYA,NaN,0.000523599
O3b FM04,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,NaN,8062,8069,0.00024,287.93,700,NaN,1500,41450,NaN,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,ZARYA,NaN,0.000698132
O3b FM05 (Other 3 Billion),United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,NaN,8064,8068,0.00014,287.94,700,NaN,1500,41450,NaN,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,ZARYA,NaN,0.000523599
O3b PFM,United Kingdom,O3b Networks Ltd.,Commercial,Communications,MEO,NaN,8063,8069,0.00021,287.93,700,NaN,1500,41450,NaN,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,ZARYA,NaN,0.000523599
Oceansat-2,India,Indian Space Research Organization (ISRO),Government,Remote Sensing,LEO,Sun-Synchronous,722,724,0.00014,99.2,960,NaN,1360,40079,5,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,NaN,1.715658655
Odin,Sweden,Swedish National Space Board,Government,Astrophysics/Earth Science,LEO,Sun-Synchronous,569,573,0.00029,96.1,250,170,340,36942,2,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1,www.satellitedebris.net 12/12,NaN,1.70344135
Ofeq 5,Israel,Ministry of Defense,Military,Remote Sensing/Reconnaissance,LEO,Retrograde,367,764,0.02862,95.97,300,NaN,NaN,37404,4,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Palmachim Launch Complex,Shavit,JMSatcat304,NaN,2.502802147
Ofeq 7,Israel,Ministry of Defense,Military,Remote Sensing/Reconnaissance,LEO,NaN,340,576,0.01728,93.75,300,NaN,NaN,39243,5,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex,Shavit,SC - ASCR,NaN,2.474178748
Ofeq 9,Israel,Ministry of Defense,Military,Remote Sensing/Reconnaissance,LEO,NaN,343,589,0.01799,93.91,300,NaN,NaN,40351,5,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex,Shavit,SC - ASCR,NaN,2.474527813
OPTOS,Spain,Spanish Space Agency,Government,Technology Development,LEO,Sun-Synchronous,594,797,0.01437,98.7,3,NaN,NaN,41599,NaN,Instituto Nacional de Tecnica Aerospacial (INTA),Spain,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.706932008
Optus and Defence C1,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Military/Commercial,Communications,GEO,NaN,35773,35799,0.00031,1436.08,4800,2000,10600,37784,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,JM/12_08,2.723760831,0.000349066
Optus B3,Australia,Optus Communications (Parent: Signapore Telecom),Commercial,Communications,GEO,NaN,35778,35796,0.00021,1436.12,2858,1582,3000,34574,0.5,Hughes Space and Communications,USA,Xichang Satellite Launch Center,Long March CZ2E,NaN,2.862339973,0.000349066
Optus D1,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,NaN,35774,35797,0.00027,1436.08,2300,NaN,4800,39003,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.793574001,0.000349066
Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),Commercial,Communications,GEO,NaN,35774,35799,3.00E-004,1436.1,2400,NaN,3800,39360,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,JM/12_08,2.653773128,0.000523599
